type,locality,latitude,longitude,lease_type,negotiable,furnishing,parking,property_size,property_age,bathroom,facing,cup_board,floor,total_floor,water_supply,building_type,balconies,rent,lift,gym,internet,ac,club,intercom,pool,cpa,fs,servant,security,sc,gp,park,rwh,stp,hk,pb,vp,activation_day,activation_month,activation_year,Total_amenities
3,BTM 2nd Stage,12.9082396,77.6074088,4,0,1,1,1200,10.0,2.0,2,0.0,1.0,2.0,1,3,1.0,21000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,2017,0
2,Chikkakannalli,12.90057001,77.70788521,2,0,1,3,1020,0.0,2.0,7,2.0,4.0,15.0,1,1,2.0,22000.0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,15,12,2017,15
2,agara,12.9243632,77.6532669,4,1,1,3,1084,10.0,2.0,2,2.0,0.0,4.0,1,1,3.0,24000.0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,6,8,2018,8
2,Doddanekkundi,12.9746806,77.70353616,2,1,1,2,1285,3.0,2.0,3,2.0,0.0,5.0,3,1,0.0,27000.0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,8,9,2017,12
2,Munnekollal,12.95186174,77.7066702,4,1,1,0,600,1.0,1.0,2,2.0,2.0,2.0,1,3,1.0,14000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,6,2018,1
1,"Hoodi Railway Station, 1, Sadaramangala Road, Kodigehalli, Krishnarajapura, Bengaluru, Karnataka 560036, India",12.9960482,77.719061,4,1,0,3,800,1.0,1.0,3,0.0,0.0,4.0,2,1,1.0,12000.0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,7,2,2018,8
3,"Garudachar Palya,Mahadevapura",12.9923765,77.7026845,2,1,1,3,1610,8.0,2.0,2,6.0,2.0,19.0,2,1,3.0,36000.0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,17,5,2018,16
2,Bommanahalli,12.90803896,77.62437345,2,1,1,1,1100,10.0,2.0,1,2.0,1.0,2.0,2,3,1.0,15000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,28,5,2018,3
2,Hoodi,12.98529219,77.71810454,4,1,1,3,1200,10.0,2.0,2,2.0,0.0,1.0,2,3,0.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,2018,0
2,Mahadevapura,12.9937143,77.6807931,4,0,1,3,800,3.0,2.0,2,1.0,3.0,3.0,2,1,0.0,16000.0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,28,4,2018,13
2,Viveka Nagar,12.95216607,77.62247264,2,1,1,0,800,12.0,1.0,2,2.0,0.0,0.0,1,3,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,24,9,2017,3
2,"Kadubeesanahalli,",12.9336504,77.7022315,2,1,1,3,1484,1.0,2.0,1,1.0,1.0,4.0,1,1,1.0,22000.0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,13,7,2017,15
2,Sanjeevini Nagar,12.97182324,77.52198776,2,1,1,0,500,10.0,1.0,1,2.0,2.0,2.0,2,3,0.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,2018,0
2,Doddanekundi,12.97372627,77.70822144,4,0,1,3,1200,5.0,2.0,3,2.0,2.0,4.0,1,1,1.0,19500.0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,24,6,2018,6
2,Whitefield,12.95963193,77.74794814,4,0,2,3,1300,8.0,2.0,4,2.0,1.0,1.0,1,2,2.0,25000.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,25,5,2018,3
0,Indiranagar,12.97235646,77.64366828,1,1,1,1,250,10.0,1.0,2,1.0,0.0,2.0,1,3,0.0,11000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,24,4,2018,4
3,Mahadevapura,12.99151617,77.70293323,4,1,2,3,1860,5.0,3.0,5,5.0,14.0,20.0,1,1,3.0,48000.0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,16,7,2017,17
0,Brookefield,12.96146892,77.71904367,1,1,1,1,250,0.0,1.0,1,1.0,3.0,3.0,1,3,0.0,9000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,6,2018,3
2,New Tippasandra,12.98220154,77.64837989,4,0,1,3,972,0.0,2.0,2,5.0,2.0,3.0,1,1,3.0,31000.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,4,2018,3
3,JP Nagar 1st Phase,12.91085303,77.57827029,2,1,1,3,1050,15.0,2.0,2,4.0,1.0,2.0,3,1,1.0,20000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,2,2017,2
2,Vimanapura,12.96254812,77.68155776,2,0,1,1,850,1.0,2.0,1,2.0,2.0,2.0,1,3,1.0,19000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,8,2018,3
2,Jayanagar,12.9297994,77.58953323,2,1,1,1,1050,10.0,1.0,2,3.0,2.0,3.0,2,3,0.0,16000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,5,2018,2
2,Uttarahalli Hobli,12.9076634,77.54547321,2,1,1,3,1175,0.0,2.0,1,3.0,4.0,5.0,2,1,2.0,20000.0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,24,2,2018,14
3,Kaikondrahalli,12.91615213,77.67418514,4,1,2,3,1876,1.0,3.0,1,5.0,3.0,9.0,1,1,4.0,50000.0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,25,7,2017,8
2,Kaggadasapura,12.97217341,77.65388683,4,1,1,3,750,5.0,1.0,2,2.0,0.0,0.0,1,2,0.0,12000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,7,2017,2
2,Adugodi,12.94366081,77.60393738,4,1,1,1,900,12.0,1.0,1,2.0,2.0,2.0,2,3,1.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,28,1,2018,4
3,Jayanagar 5th Block,12.92394273,77.5839551,2,0,1,1,1200,10.0,2.0,1,4.0,1.0,1.0,3,3,1.0,30000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,26,3,2018,4
2,Hanumantha Nagar,12.9425468,77.5625781,2,1,1,3,900,7.0,2.0,4,3.0,0.0,1.0,1,3,0.0,18000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,6,2017,2
2,Basaveshwar Nagar,12.98905751,77.54061036,2,1,1,1,1100,9.0,2.0,1,5.0,3.0,3.0,2,3,1.0,14000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,5,2018,1
2,Kasavanahalli,12.90771214,77.68045842,2,0,1,2,1230,0.0,2.0,2,2.0,2.0,3.0,3,1,2.0,21000.0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,22,1,2018,15
3,Thirumalashettyhally,12.9834759,77.7755112,4,1,1,3,1435,0.0,2.0,2,4.0,0.0,4.0,1,1,3.0,20000.0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,3,7,2018,13
1,BTM Layout,12.91627014,77.60292892,2,0,0,1,400,10.0,1.0,2,0.0,0.0,1.0,2,3,0.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,2018,0
2,Chikkalasandra,12.91717561,77.54679294,2,1,1,1,800,8.0,2.0,2,2.0,1.0,2.0,2,3,0.0,12500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,2017,1
3,"Yelachenahallli, Bengaluru, Karnataka, India",12.9004037,77.5712556,4,1,1,3,1360,2.0,3.0,2,3.0,2.0,3.0,2,1,1.0,17000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,7,2017,2
0,Indiranagar,12.97448255,77.63312254,1,0,1,1,120,5.0,1.0,7,1.0,3.0,3.0,2,3,0.0,8000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,12,2017,2
1,Wilson Garden,12.94858457,77.60159785,4,0,1,1,650,10.0,1.0,2,1.0,1.0,3.0,2,3,1.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,4,2018,1
2,Gattigere,12.91875984,77.525182,2,1,1,1,900,5.0,2.0,1,2.0,1.0,3.0,2,3,0.0,13500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,2018,0
2,Ejipura,12.93816505,77.62890921,2,1,1,3,1172,16.0,2.0,2,2.0,0.0,4.0,2,1,1.0,35000.0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,19,1,2018,11
1,Vijaya Nagar,12.9661428,77.5490677,2,1,1,1,225,8.0,1.0,2,1.0,2.0,2.0,1,3,1.0,8400.0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,13,2,2018,4
2,Whitefield,12.96712395,77.73769691,2,0,1,3,1100,4.0,2.0,1,2.0,4.0,4.0,3,1,2.0,17000.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,6,4,2018,6
2,Byrasandra,12.9804965,77.6673131,4,1,1,1,1200,4.0,2.0,1,2.0,0.0,0.0,1,2,0.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,10,2017,1
3,Kadugodi,12.99866239,77.75588273,4,1,1,1,1500,3.0,3.0,2,4.0,1.0,2.0,2,3,2.0,23000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,28,9,2017,3
2,BTM 2nd Stage,12.90715158,77.60636501,4,1,2,3,1250,5.0,2.0,2,3.0,1.0,4.0,2,1,1.0,21000.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,7,8,2018,5
2,Vignana Nagar,12.9733535,77.68011402,4,1,1,3,1440,7.0,2.0,3,6.0,5.0,5.0,2,1,3.0,24000.0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,17,1,2018,10
2,Tippasandra,12.97163272,77.66302467,2,1,1,1,1000,5.0,2.0,2,1.0,2.0,2.0,1,3,1.0,13000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,2018,0
2,Bellandur,12.9206798,77.6741922,4,1,1,3,1465,8.0,2.0,2,2.0,5.0,9.0,3,1,2.0,32000.0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,27,9,2017,15
2,Sheshadripuram,12.99414863,77.57818577,2,0,2,1,900,5.0,2.0,5,3.0,2.0,3.0,2,1,2.0,22000.0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,7,9,2018,12
3,Cox Town,12.99365373,77.62774695,2,1,0,3,1500,1.0,3.0,4,0.0,2.0,2.0,1,1,4.0,30000.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,24,6,2018,3
3,Doddanakundi,12.9785885,77.6974294,4,0,1,3,2250,12.0,2.0,2,2.0,5.0,5.0,2,3,3.0,42000.0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,4,8,2018,6
3,Banashankari,12.92514892,77.56440586,2,1,1,3,1900,10.0,2.0,2,2.0,0.0,2.0,2,3,2.0,33000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,19,4,2018,2
2,J P Nagar,12.91195143,77.58976879,4,1,1,1,600,6.0,1.0,2,1.0,2.0,2.0,1,3,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,20,10,2017,3
2,Whitefield,12.97628941,77.74130369,2,0,1,3,1348,2.0,2.0,2,2.0,1.0,5.0,3,1,2.0,26000.0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,10,6,2017,17
1,Kodihalli,12.9626001,77.646453,4,0,1,1,600,5.0,1.0,3,1.0,0.0,2.0,2,3,2.0,16000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,2018,1
0,Kodihalli,12.96226809,77.64653183,2,0,2,0,200,1.0,1.0,3,1.0,4.0,5.0,3,1,1.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,2017,1
1,Shivananda Nagar,12.97077706,77.66487749,4,1,1,1,500,4.0,1.0,2,1.0,1.0,1.0,1,3,1.0,9000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2018,1
1,Marathahalli,12.95278487,77.69357444,4,0,1,1,400,0.0,1.0,1,1.0,2.0,4.0,2,3,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,6,2017,3
1,Prashant Nagar,12.97562498,77.53205003,2,1,1,1,600,1.0,1.0,2,1.0,1.0,4.0,1,2,1.0,9500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,30,7,2018,3
1,Kasavanahalli,12.90418272,77.67574502,2,0,1,1,800,3.0,1.0,1,3.0,2.0,3.0,2,3,1.0,9500.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,6,2018,2
2,HSR Layout,12.90481193,77.64045129,2,1,1,3,1150,1.0,2.0,2,1.0,0.0,2.0,3,3,0.0,16000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,4,2018,3
2,Whitefield,12.9669841,77.7407821,2,1,2,3,1194,1.0,2.0,2,3.0,4.0,4.0,2,1,2.0,26000.0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,19,5,2018,11
2,Marathahalli,12.95315697,77.70973516,4,1,1,3,1500,5.0,2.0,2,1.0,2.0,4.0,1,3,4.0,16000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,9,2018,2
3,Dooravani Nagar,12.9996889,77.6662679,4,1,1,3,1590,1.0,3.0,3,10.0,4.0,10.0,2,1,1.0,40000.0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,22,7,2018,11
1,Koramangala,12.93617649,77.62077816,2,1,0,1,450,5.0,1.0,2,1.0,0.0,2.0,1,3,0.0,14000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,12,2017,1
3,"Laxmi Sagar Layout,Mahadevapura",12.9884164,77.6895542,2,1,2,3,1431,5.0,2.0,1,2.0,9.0,14.0,2,1,2.0,38000.0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,4,3,2018,15
1,HSR Layout,12.91850814,77.64740614,1,1,1,1,448,5.0,1.0,1,1.0,3.0,3.0,1,3,0.0,14000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,25,7,2018,3
2,Raja Rajeshwari Nagar,12.91952785,77.51145074,2,1,1,2,1250,5.0,2.0,1,2.0,1.0,2.0,1,3,1.0,10500.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,3,2017,1
2,"Pulkeshi Nagar,Pulikeshi Nagar",12.9954943,77.6067362,4,1,1,1,1250,20.0,2.0,3,2.0,1.0,5.0,2,1,3.0,23000.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,7,2018,5
2,Jayanagar,12.9355631,77.5894514,4,1,1,3,750,25.0,2.0,1,4.0,0.0,5.0,1,1,1.0,23000.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,12,6,2017,6
2,Domlur,12.95673189,77.64242111,1,1,1,1,800,5.0,2.0,2,4.0,1.0,2.0,1,3,1.0,20000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2018,1
1,RR Nagar,12.91873071,77.5016751,2,0,1,3,550,0.0,1.0,2,1.0,4.0,4.0,2,3,1.0,9000.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,2018,2
3,HSR Layout,12.91786381,77.64512062,4,1,1,3,2100,8.0,3.0,2,3.0,1.0,2.0,2,3,1.0,40000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,17,12,2017,4
1,Srirampura,12.99590611,77.56461881,2,1,1,0,450,0.0,1.0,2,1.0,0.0,2.0,1,2,1.0,8000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,23,7,2018,2
2,Chikkalasandra,12.90873405,77.54837381,2,1,1,1,1500,16.0,2.0,2,1.0,1.0,2.0,2,3,0.0,9500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2018,0
2,Basaveshwar Nagar,12.98312615,77.53809247,2,1,1,1,800,8.0,2.0,2,2.0,2.0,2.0,2,3,1.0,14000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,2017,1
1,Sudhama Nagar,12.95346356,77.59302909,4,1,1,0,700,1.0,1.0,4,1.0,2.0,2.0,2,3,1.0,12000.0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,22,8,2017,4
1,Kadugodi,12.9948372,77.76300687,2,1,1,2,750,0.0,1.0,1,1.0,0.0,3.0,2,2,1.0,8000.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,21,6,2018,3
2,Nagondanahalli,12.9701443,77.7668229,2,1,1,2,1175,1.0,2.0,1,2.0,3.0,3.0,3,1,1.0,17000.0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,7,8,2018,13
2,Bommanahalli,12.9049439,77.6193591,2,1,1,3,1251,3.0,2.0,2,2.0,3.0,5.0,3,1,3.0,20000.0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,7,3,2018,14
2,BTM Layout,12.92140163,77.60363202,2,0,1,1,1000,1.0,2.0,2,2.0,1.0,8.0,1,1,1.0,18000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,2018,2
2,New Tippasandra,12.97210593,77.64978066,2,0,0,1,600,15.0,2.0,4,0.0,0.0,2.0,2,3,0.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,7,2017,1
2,Kumaraswamy Layout,12.90827484,77.56404962,4,1,0,1,1000,15.0,2.0,2,0.0,2.0,3.0,1,3,1.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,27,4,2018,3
3,"Chandana,",12.9394677,77.692292,2,0,1,3,1800,11.0,3.0,2,3.0,0.0,4.0,2,1,3.0,27500.0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,22,1,2018,8
1,Adugodi,12.94269706,77.60905257,1,1,1,1,500,4.0,1.0,2,1.0,2.0,3.0,1,3,1.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,2018,0
2,BTM 2nd Stage,12.90679027,77.60800428,2,1,1,1,780,10.0,2.0,3,2.0,1.0,1.0,1,2,0.0,15000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,22,4,2018,2
2,Banashankari,12.92646474,77.55099226,2,0,1,3,900,15.0,2.0,3,2.0,0.0,1.0,2,3,0.0,16000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,25,6,2018,4
3,"Rainbow Drive,Halanayakanahalli",12.9088006,77.6842281,4,0,1,3,1600,6.0,3.0,4,3.0,0.0,4.0,2,1,1.0,45000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,11,2017,19
3,C V Raman Nagar,12.99240944,77.66336392,4,1,1,3,1600,10.0,2.0,3,3.0,2.0,5.0,2,1,2.0,30000.0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,26,7,2018,12
2,"Koramangala 4th Block, Bengaluru, Karnataka, India",12.93214647,77.62734904,4,1,1,0,900,15.0,1.0,1,0.0,0.0,3.0,2,3,0.0,25000.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,10,2017,3
2,"Eastwood Township,Harlur",12.9020624,77.6640759,2,1,1,3,1300,0.0,2.0,1,2.0,14.0,18.0,2,1,1.0,32000.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,4,10,2018,10
2,Tippasandra,12.97174869,77.65680905,2,1,1,1,1150,23.0,2.0,1,2.0,1.0,3.0,1,3,0.0,25000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,2018,1
1,Chikkalasandra,12.91189054,77.54606233,2,1,1,3,600,4.0,1.0,6,1.0,1.0,4.0,1,2,0.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,31,3,2018,2
2,Marathahalli,12.9483845,77.71862689,2,0,1,3,1400,2.0,2.0,2,2.0,4.0,4.0,3,1,0.0,21000.0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,17,3,2018,14
3,Kasavanahalli,12.9106097,77.6768315,2,1,1,3,1600,6.0,3.0,2,3.0,2.0,5.0,1,1,2.0,24000.0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,7,1,2017,15
2,Mahadevapura,12.99961238,77.68654159,1,1,1,1,900,5.0,2.0,1,2.0,0.0,2.0,1,3,0.0,12500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,31,8,2017,5
2,Raja Rajeshwari Nagar,12.9242199,77.5191195,2,1,1,0,1200,4.0,2.0,2,2.0,1.0,3.0,1,3,0.0,11000.0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,8,10,2017,6
3,"Dodda Nekkundi Extension,Doddanekkundi",12.9706856,77.7069747,2,1,1,3,1251,3.0,2.0,5,2.0,6.0,6.0,3,1,1.0,25000.0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,17,4,2018,9
2,Whitefield,12.966917,77.7412292,2,1,1,2,1200,0.0,2.0,2,3.0,2.0,6.0,2,1,2.0,20000.0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,18,7,2017,10
2,Kodihalli,12.95861275,77.64903784,2,1,2,3,1200,5.0,2.0,2,7.0,3.0,4.0,2,1,1.0,30000.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,19,6,2018,6
4,Banashankari 3rd Stage,12.92689584,77.5481249,2,1,1,3,2400,22.0,4.0,3,3.0,0.0,2.0,2,3,0.0,32000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,28,2,2018,4
2,Bellandur,12.9264579,77.6762179,4,1,1,3,1000,5.0,2.0,5,2.0,1.0,4.0,3,1,1.0,21000.0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,16,8,2017,9
2,Vivek Nagar,12.95065796,77.62458796,2,1,1,1,750,8.0,1.0,1,2.0,1.0,2.0,2,3,1.0,11000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,21,4,2018,3
